type,subscriberId,account,startDateTime,watchedTime,contentId,title,channel,endDateTime
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T07:51:36.000Z,933,900038,The Secrets of Successful Investing,Wealth Strategies,2026-02-12T08:07:09.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T14:18:26.000Z,773,900042,Gardening Tips for Small Spaces,Urban Gardening,2026-02-12T14:31:19.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T13:11:52.000Z,646,900050,Learning to Cook Asian Cuisine,Amy’s Asian Kitchen,2026-02-12T13:26:32.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T20:03:14.000Z,2005,900019,Exploring the Deep Sea: Wonders Beneath,Deep Sea Discoveries,2026-02-12T21:01:38.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T15:56:34.000Z,830,900045,Tips for Remote Work Efficiency,Remote Work Solutions,2026-02-12T16:10:24.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T14:05:05.000Z,881,900033,Understanding Cryptocurrency and Blockchain,Crypto Insights,2026-02-12T14:27:30.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T18:50:49.000Z,630,900028,Top 10 Must-Read Books of the Year,Betty’s Book Picks,2026-02-12T19:12:06.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T22:27:12.000Z,1165,900039,Creative Writing: Crafting Engaging Stories,Creative Pen,2026-02-12T22:46:37.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T15:57:23.000Z,1058,900021,Vegan Cooking: Delicious Recipes,Valerie’s Vegan Kitchen,2026-02-12T16:25:08.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T12:20:03.000Z,2238,900013,The Evolution of Video Games – A Historical Overview,Gaming History,2026-02-12T12:57:21.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T08:17:22.000Z,1200,900036,The Psychology of Happiness,Mindful Moments,2026-02-12T08:51:00.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T08:40:33.000Z,828,900002,How to Survive a Zombie Apocalypse – Top 10 Tips,Survival Central,2026-02-12T08:54:21.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T16:20:13.000Z,956,900018,Building a Custom PC for Gaming,PC Builds,2026-02-12T16:36:09.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T16:54:09.000Z,512,900047,The Ultimate Guide to Coffee Brewing,Carl’s Coffee Corner,2026-02-12T17:02:41.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T14:43:58.000Z,636,900041,The Evolution of Internet Trends,Trend Analysis,2026-02-12T14:54:34.000Z
Youtube,sam.altman@chatgpt.com,5432,2026-02-12T08:18:00.000Z,1097,900032,How to Create Stunning Landscape Photography,Laura’s Landscapes,2026-02-12T08:36:17.000Z
Youtube,rocky@rocky.com,5432,2026-02-12T19:14:40.000Z,2005,900019,Exploring the Deep Sea: Wonders Beneath,Deep Sea Discoveries,2026-02-12T20:02:59.000Z
Youtube,rocky@rocky.com,5432,2026-02-12T09:40:35.000Z,960,900011,Ultimate Guide to Street Photography,Phil’s Photography,2026-02-12T09:56:35.000Z
Youtube,rocky@rocky.com,5432,2026-02-12T05:42:04.000Z,1400,900035,DIY Home Renovation Projects,Rachel’s Renovations,2026-02-12T06:05:24.000Z
Youtube,rocky@rocky.com,5432,2026-02-12T14:36:33.000Z,1868,900019,Exploring the Deep Sea: Wonders Beneath,Deep Sea Discoveries,2026-02-12T15:38:11.000Z
Youtube,rocky@rocky.com,5432,2026-02-12T18:13:52.000Z,330,900008,5 Minute Yoga Routine for Beginners,Yoga with Yvonne,2026-02-12T18:19:22.000Z
Youtube,rocky@rocky.com,5432,2026-02-12T17:31:55.000Z,693,900021,Vegan Cooking: Delicious Recipes,Valerie’s Vegan Kitchen,2026-02-12T17:43:28.000Z
Youtube,rocky@rocky.com,5432,2026-02-12T10:52:45.000Z,1049,900046,Top 10 Space Missions That Changed History,Space Mission Central,2026-02-12T11:10:14.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T22:34:33.000Z,817,900034,Cooking Traditional Italian Dishes,Isabella’s Italian Kitchen,2026-02-12T22:48:10.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T10:29:32.000Z,1397,900035,DIY Home Renovation Projects,Rachel’s Renovations,2026-02-12T11:15:06.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:14:51.000Z,764,900041,The Evolution of Internet Trends,Trend Analysis,2026-02-12T09:42:55.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:14:42.000Z,800,900006,DIY Home Decor Ideas on a Budget,Carla's Creations,2026-02-12T15:28:02.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T20:58:27.000Z,675,900012,Cooking with Spices: A Beginner’s Guide,Spiced Up Cooking,2026-02-12T21:09:42.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T14:43:56.000Z,965,900034,Cooking Traditional Italian Dishes,Isabella’s Italian Kitchen,2026-02-12T15:00:01.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T19:15:21.000Z,999,900032,How to Create Stunning Landscape Photography,Laura’s Landscapes,2026-02-12T19:32:00.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T07:53:13.000Z,508,900022,The Art of Minimalism: Simplify Your Life,Simple Living,2026-02-12T08:01:41.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T13:27:03.000Z,338,900001,Ultimate Pancake Recipe – Fluffy & Delicious!,Jamie's Kitchen,2026-02-12T13:32:41.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:37:10.000Z,365,900030,Learning Guitar: Beginner’s Tutorial,Gary’s Guitar Lessons,2026-02-12T08:43:15.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T17:10:43.000Z,576,900030,Learning Guitar: Beginner’s Tutorial,Gary’s Guitar Lessons,2026-02-12T17:20:19.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T07:08:54.000Z,2520,900009,The Best of 80s Music – A Nostalgic Mix,Retro Hits,2026-02-12T07:50:54.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T17:31:35.000Z,622,900042,Gardening Tips for Small Spaces,Urban Gardening,2026-02-12T17:47:54.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T10:37:48.000Z,864,900042,Gardening Tips for Small Spaces,Urban Gardening,2026-02-12T10:52:12.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T23:24:06.000Z,886,900033,Understanding Cryptocurrency and Blockchain,Crypto Insights,2026-02-12T23:38:52.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T12:53:07.000Z,1871,900031,Exploring Ancient Ruins: A Documentary,Ancient Explorations,2026-02-12T13:42:56.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:50:03.000Z,1284,900040,Exploring National Parks: The Ultimate Guide,National Parks Explorer,2026-02-12T10:11:27.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T23:05:20.000Z,1095,900029,Ultimate Guide to Fitness Training,Fiona’s Fitness,2026-02-12T23:43:43.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T22:28:51.000Z,630,900028,Top 10 Must-Read Books of the Year,Betty’s Book Picks,2026-02-12T22:46:18.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T03:57:38.000Z,530,900025,A Guide to Mindfulness and Meditation,Zen Zone,2026-02-12T04:06:28.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:37:25.000Z,1130,900046,Top 10 Space Missions That Changed History,Space Mission Central,2026-02-12T08:56:15.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:58:08.000Z,1075,900021,Vegan Cooking: Delicious Recipes,Valerie’s Vegan Kitchen,2026-02-12T16:16:03.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T04:54:25.000Z,1327,900024,DIY Solar Panels for Your Home,Green Living,2026-02-12T05:16:32.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T05:29:47.000Z,1114,900036,The Psychology of Happiness,Mindful Moments,2026-02-12T06:07:26.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:22:35.000Z,1146,900048,How to Build a Personal Brand,Bella’s Brand Building,2026-02-12T08:41:41.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T19:01:51.000Z,733,900034,Cooking Traditional Italian Dishes,Isabella’s Italian Kitchen,2026-02-12T19:14:04.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:13:49.000Z,729,900039,Creative Writing: Crafting Engaging Stories,Creative Pen,2026-02-12T09:25:58.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T13:24:08.000Z,978,900032,How to Create Stunning Landscape Photography,Laura’s Landscapes,2026-02-12T13:40:26.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T12:51:11.000Z,2666,900009,The Best of 80s Music – A Nostalgic Mix,Retro Hits,2026-02-12T13:35:37.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:15:45.000Z,1183,900036,The Psychology of Happiness,Mindful Moments,2026-02-12T09:35:28.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T20:53:26.000Z,597,900020,How to Master Public Speaking,Public Speaking Pro,2026-02-12T21:03:23.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T12:24:14.000Z,965,900034,Cooking Traditional Italian Dishes,Isabella’s Italian Kitchen,2026-02-12T12:51:23.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T07:08:12.000Z,765,900016,Beginner’s Guide to Digital Painting,Artful Creations,2026-02-12T07:20:57.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T13:05:45.000Z,870,900006,DIY Home Decor Ideas on a Budget,Carla's Creations,2026-02-12T13:20:15.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:57:47.000Z,1260,900029,Ultimate Guide to Fitness Training,Fiona’s Fitness,2026-02-12T10:31:26.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T03:40:50.000Z,861,900002,How to Survive a Zombie Apocalypse – Top 10 Tips,Survival Central,2026-02-12T04:05:19.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T04:18:56.000Z,758,900020,How to Master Public Speaking,Public Speaking Pro,2026-02-12T04:37:20.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T18:48:37.000Z,1909,900031,Exploring Ancient Ruins: A Documentary,Ancient Explorations,2026-02-12T19:20:26.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T01:22:15.000Z,1165,900039,Creative Writing: Crafting Engaging Stories,Creative Pen,2026-02-12T01:44:30.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T07:30:32.000Z,2691,900009,The Best of 80s Music – A Nostalgic Mix,Retro Hits,2026-02-12T08:50:21.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T20:37:07.000Z,1104,900039,Creative Writing: Crafting Engaging Stories,Creative Pen,2026-02-12T21:12:01.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T22:22:36.000Z,679,900006,DIY Home Decor Ideas on a Budget,Carla's Creations,2026-02-12T22:33:55.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T02:41:48.000Z,320,900014,10 Amazing Facts About Space,Alex’s Universe,2026-02-12T02:49:33.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T22:00:23.000Z,297,900008,5 Minute Yoga Routine for Beginners,Yoga with Yvonne,2026-02-12T22:08:19.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T19:38:16.000Z,870,900006,DIY Home Decor Ideas on a Budget,Carla's Creations,2026-02-12T19:59:00.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T12:19:02.000Z,1084,900003,Exploring the Haunted Mansion of Oldtown,Ghost Adventures,2026-02-12T12:55:57.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T00:46:59.000Z,1036,900018,Building a Custom PC for Gaming,PC Builds,2026-02-12T01:04:15.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T10:37:14.000Z,754,900001,Ultimate Pancake Recipe – Fluffy & Delicious!,Jamie's Kitchen,2026-02-12T10:49:48.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T06:57:06.000Z,988,900015,Daily Vlog: A Week in My Life,Vanessa’s Vlogs,2026-02-12T07:15:58.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T14:45:41.000Z,1030,900038,The Secrets of Successful Investing,Wealth Strategies,2026-02-12T15:16:03.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T01:54:17.000Z,1353,900019,Exploring the Deep Sea: Wonders Beneath,Deep Sea Discoveries,2026-02-12T02:35:14.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T19:15:49.000Z,1375,900017,Historical Mysteries: The Lost City of Atlantis,Mystery History,2026-02-12T19:46:23.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T00:52:32.000Z,1200,900036,The Psychology of Happiness,Mindful Moments,2026-02-12T01:12:32.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:22:38.000Z,629,900001,Ultimate Pancake Recipe – Fluffy & Delicious!,Jamie's Kitchen,2026-02-12T09:43:30.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T08:49:41.000Z,511,900047,The Ultimate Guide to Coffee Brewing,Carl’s Coffee Corner,2026-02-12T08:58:12.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T06:58:14.000Z,442,900022,The Art of Minimalism: Simplify Your Life,Simple Living,2026-02-12T07:13:46.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T18:43:10.000Z,1200,900036,The Psychology of Happiness,Mindful Moments,2026-02-12T19:16:35.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T20:12:34.000Z,854,900011,Ultimate Guide to Street Photography,Phil’s Photography,2026-02-12T20:26:48.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T00:23:58.000Z,1314,900024,DIY Solar Panels for Your Home,Green Living,2026-02-12T00:45:52.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T15:29:27.000Z,1030,900038,The Secrets of Successful Investing,Wealth Strategies,2026-02-12T15:46:37.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T07:06:25.000Z,768,900011,Ultimate Guide to Street Photography,Phil’s Photography,2026-02-12T07:19:13.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T05:44:23.000Z,1200,900036,The Psychology of Happiness,Mindful Moments,2026-02-12T06:04:23.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T20:19:01.000Z,664,900001,Ultimate Pancake Recipe – Fluffy & Delicious!,Jamie's Kitchen,2026-02-12T20:30:05.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T17:36:30.000Z,815,900025,A Guide to Mindfulness and Meditation,Zen Zone,2026-02-12T17:50:05.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T02:18:10.000Z,1321,900035,DIY Home Renovation Projects,Rachel’s Renovations,2026-02-12T02:40:11.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T09:44:27.000Z,1208,900024,DIY Solar Panels for Your Home,Green Living,2026-02-12T10:04:35.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T02:45:29.000Z,695,900037,Learning a New Language: Tips and Tricks,Polyglot Practices,2026-02-12T03:02:15.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T18:21:46.000Z,1105,900032,How to Create Stunning Landscape Photography,Laura’s Landscapes,2026-02-12T18:40:11.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T03:17:31.000Z,587,900004,The Science of Black Holes Explained Simply,Science Simplified,2026-02-12T03:33:46.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T16:32:26.000Z,697,900034,Cooking Traditional Italian Dishes,Isabella’s Italian Kitchen,2026-02-12T16:56:24.000Z
Youtube,cristiano.ronaldo@realmadrid.es,5432,2026-02-12T04:51:05.000Z,1298,900046,Top 10 Space Missions That Changed History,Space Mission Central,2026-02-12T05:12:43.000Z
Show,mj@music.com,5432,2026-02-12T14:24:51.000Z,1380,100696,Seinfeld - The Bottle Deposit,,2026-02-12T15:12:34.000Z
Show,mj@music.com,5432,2026-02-12T00:09:45.000Z,1440,100043,The Wonder Years - The Unnatural,,2026-02-12T00:52:40.000Z
Show,mj@music.com,5432,2026-02-12T00:55:05.000Z,1680,100027,The Wonder Years - Mom Wars,,2026-02-12T01:23:05.000Z
Show,mj@music.com,5432,2026-02-12T12:33:48.000Z,1740,100019,The Wonder Years - Birthday Boy,,2026-02-12T13:02:48.000Z
Show,mj@music.com,5432,2026-02-12T10:00:56.000Z,1320,100274,Friends - The One with All the Cheesecakes,,2026-02-12T10:22:56.000Z
Show,mj@music.com,5432,2026-02-12T17:02:23.000Z,1380,100575,Seinfeld - The Apartment,,2026-02-12T17:36:32.000Z
Show,mj@music.com,5432,2026-02-12T08:34:57.000Z,1320,100200,Friends - The One with the Giant Poking Device,,2026-02-12T08:56:57.000Z
Show,mj@music.com,5432,2026-02-12T17:59:31.000Z,2580,100394,Game of Thrones - The Gift,,2026-02-12T19:02:40.000Z
Show,mj@music.com,5432,2026-02-12T10:47:10.000Z,1320,100202,Friends - The One Where Rachel Quits,,2026-02-12T11:09:10.000Z
Show,mj@music.com,5432,2026-02-12T00:33:13.000Z,3360,100323,House of Cards - Chapter 48,,2026-02-12T01:29:13.000Z
Show,mj@music.com,5432,2026-02-12T11:51:30.000Z,3240,100358,Game of Thrones - The North Remembers,,2026-02-12T12:45:30.000Z
Show,mj@music.com,5432,2026-02-12T01:05:09.000Z,1740,100092,The Wonder Years - The Wedding,,2026-02-12T02:03:56.000Z
Show,mj@music.com,5432,2026-02-12T12:13:04.000Z,1320,100155,Friends - The One with George Stephanopoulos,,2026-02-12T12:35:04.000Z
Show,mj@music.com,5432,2026-02-12T16:18:29.000Z,1080,100686,Seinfeld - The Rye,,2026-02-12T16:42:14.000Z
Show,mj@music.com,5432,2026-02-12T12:03:07.000Z,1260,100206,Friends - The One with Phoebe's Ex-Partner,,2026-02-12T12:43:04.000Z
Show,mj@music.com,5432,2026-02-12T06:59:15.000Z,2100,100553,The Mandalorian - Chapter 12: The Siege,,2026-02-12T07:34:15.000Z
Show,mj@music.com,5432,2026-02-12T10:22:08.000Z,2100,100542,The Mandalorian - Chapter 1: The Mandalorian,,2026-02-12T10:57:08.000Z
Show,mj@music.com,5432,2026-02-12T02:31:24.000Z,1560,100006,The Wonder Years - Dance with Me,,2026-02-12T03:19:50.000Z
Show,mj@music.com,5432,2026-02-12T17:00:22.000Z,2520,100313,House of Cards - Chapter 38,,2026-02-12T18:18:31.000Z
Show,mj@music.com,5432,2026-02-12T08:24:43.000Z,1380,100192,Friends - The One with the Chicken Pox,,2026-02-12T08:47:43.000Z
Show,mj@music.com,5432,2026-02-12T14:58:19.000Z,1740,100095,The Wonder Years - Homecoming,,2026-02-12T15:41:34.000Z
Show,mj@music.com,5432,2026-02-12T16:47:32.000Z,1320,100259,Friends - The One with the Routine,,2026-02-12T17:16:43.000Z
Show,mj@music.com,5432,2026-02-12T17:50:22.000Z,1260,100649,Seinfeld - The Fire,,2026-02-12T18:11:22.000Z
Show,mj@music.com,5432,2026-02-12T02:21:17.000Z,1380,100697,Seinfeld - The Bottle Deposit,,2026-02-12T03:02:24.000Z
Show,mj@music.com,5432,2026-02-12T14:19:01.000Z,840,100196,Friends - The One with the Metaphorical Tunnel,,2026-02-12T14:33:01.000Z
Show,mj@music.com,5432,2026-02-12T04:25:11.000Z,2700,100503,Lost - Cabin Fever,,2026-02-12T05:17:00.000Z
Show,mj@music.com,5432,2026-02-12T13:47:35.000Z,1680,100115,The Wonder Years - Summer,,2026-02-12T14:15:35.000Z
Show,mj@music.com,5432,2026-02-12T14:52:52.000Z,3840,100121,Westworld - Contrapasso,,2026-02-12T16:42:43.000Z
Show,mj@music.com,5432,2026-02-12T02:16:55.000Z,1020,100504,Lost - There's No Place Like Home (Part 1),,2026-02-12T02:50:03.000Z
Show,mj@music.com,5432,2026-02-12T09:47:04.000Z,2700,100493,Lost - The Beginning of the End,,2026-02-12T10:32:04.000Z
Show,mj@music.com,5432,2026-02-12T11:49:35.000Z,1500,100114,The Wonder Years - Reunion,,2026-02-12T12:18:04.000Z
Show,mj@music.com,5432,2026-02-12T08:31:11.000Z,1380,100624,Seinfeld - The Implant,,2026-02-12T08:54:11.000Z
Show,mj@music.com,5432,2026-02-12T23:32:37.000Z,3600,100334,House of Cards - Chapter 59,,2026-02-13T00:32:37.000Z
Show,mj@music.com,5432,2026-02-12T02:01:47.000Z,2460,100486,Lost - Catch-22,,2026-02-12T02:42:47.000Z
Show,mj@music.com,5432,2026-02-12T11:49:35.000Z,2580,100523,Lost - The Incident,,2026-02-12T12:32:35.000Z
Show,mj@music.com,5432,2026-02-12T06:24:25.000Z,2940,100357,Game of Thrones - Fire and Blood,,2026-02-12T07:13:25.000Z
Show,mj@music.com,5432,2026-02-12T13:11:31.000Z,3300,100281,House of Cards - Chapter 6,,2026-02-12T15:08:05.000Z
Show,mj@music.com,5432,2026-02-12T15:42:11.000Z,1320,100597,Seinfeld - The Suicide,,2026-02-12T16:12:30.000Z
Show,mj@music.com,5432,2026-02-12T07:45:49.000Z,1380,100260,Friends - The One Where Chandler Can't Cry,,2026-02-12T08:08:49.000Z
Show,mj@music.com,5432,2026-02-12T18:28:00.000Z,3420,100342,House of Cards - Chapter 67,,2026-02-12T19:25:00.000Z
Show,mj@music.com,5432,2026-02-12T14:26:15.000Z,1080,100378,Game of Thrones - Two Swords,,2026-02-12T14:53:09.000Z
Show,mj@music.com,5432,2026-02-12T08:17:19.000Z,1260,100231,Friends - The One with the Invitation,,2026-02-12T08:38:19.000Z
Show,mj@music.com,5432,2026-02-12T23:46:52.000Z,2460,100508,Lost - The Lie,,2026-02-13T00:27:52.000Z
Show,mj@music.com,5432,2026-02-12T11:19:16.000Z,1260,100240,Friends - The One with the Thanksgiving Flashbacks,,2026-02-12T11:40:16.000Z
Show,mj@music.com,5432,2026-02-12T02:08:32.000Z,3720,100134,Westworld - Kiksuya,,2026-02-12T03:47:15.000Z
Show,mj@music.com,5432,2026-02-12T09:31:54.000Z,3840,100140,Westworld - The Mother of Exiles,,2026-02-12T10:35:54.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T19:21:15.000Z,1380,100656,Seinfeld - The Couch,,2026-02-12T20:07:27.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T12:08:28.000Z,2460,100550,The Mandalorian - Chapter 9: The Marshal,,2026-02-12T12:49:28.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T12:09:57.000Z,2580,100504,Lost - There's No Place Like Home (Part 1),,2026-02-12T12:52:57.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T22:50:58.000Z,1080,100587,Seinfeld - The Library,,2026-02-12T23:08:58.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T22:40:57.000Z,1320,100585,Seinfeld - The Pen,,2026-02-12T23:02:57.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T21:01:54.000Z,1260,100684,Seinfeld - The Sponge,,2026-02-12T21:22:54.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T01:33:30.000Z,1680,100058,The Wonder Years - Heartbreak,,2026-02-12T02:01:30.000Z
Show,sam.altman@chatgpt.com,5432,2026-02-12T12:26:18.000Z,3060,100414,Game of Thrones - The Dragon and the Wolf,,2026-02-12T13:17:18.000Z
